,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4547,1,4.0,0,0.0,1,4.0,0.0,0.016666667,0.0,0.8,May,2,2,3,5,Returning_Visitor,False,False
612,6,523.2142857,2,263.0,48,2309.732468,0.003846154,0.014903846,10.60089168,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
5672,0,0.0,0,0.0,31,464.9333333,0.006451613,0.033870968,0.0,0.0,June,2,2,3,3,Returning_Visitor,False,False
7760,0,0.0,0,0.0,22,343.0333333,0.0,0.027272727,0.0,0.0,June,2,5,6,1,Returning_Visitor,False,False
747,3,12.0,1,24.0,3,5.333333333,0.033333333,0.083333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
8722,0,0.0,0,0.0,6,903.3571429,0.054545455,0.054385965,0.0,0.0,Dec,3,3,1,3,Returning_Visitor,False,False
9907,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,1,13,Returning_Visitor,False,False
7372,3,63.0,0,0.0,2,14.6,0.0,0.016666667,0.0,0.0,Oct,1,1,1,2,New_Visitor,False,False
6132,0,0.0,0,0.0,12,146.1333333,0.05,0.066666667,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,False,False
1407,1,85.0,4,208.5,12,413.8,0.0,0.003921569,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
2615,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
378,0,0.0,0,0.0,25,770.0285714,0.0112,0.034933333,0.0,0.0,Mar,3,2,8,10,Returning_Visitor,False,False
3192,0,0.0,0,0.0,4,72.66666667,0.0,0.083333333,0.0,0.4,May,2,2,3,4,Returning_Visitor,False,False
7127,3,177.88,0,0.0,12,311.6133333,0.05,0.052380952,0.0,0.0,Oct,3,2,2,13,Returning_Visitor,False,False
11205,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Other,False,False
10524,0,0.0,0,0.0,28,912.4348485,0.0,0.026839827,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,True,False
10736,4,48.5,0,0.0,7,31.5,0.0,0.026666667,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
5628,0,0.0,0,0.0,24,583.0,0.0,0.025,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,False,False
11624,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,False
8108,0,0.0,0,0.0,35,1579.333333,0.005714286,0.02,0.0,0.0,Nov,2,2,1,1,New_Visitor,False,False
7190,0,0.0,0,0.0,13,353.7866667,0.0,0.016666667,36.33496365,0.0,June,1,1,1,2,New_Visitor,False,True
8150,1,4.0,4,123.3333333,79,2387.139881,0.028733963,0.046198341,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
10179,3,54.5,0,0.0,67,2891.744571,0.013235294,0.023901833,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
3228,5,827.2,2,48.5,71,3439.733242,0.0,0.014808078,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
2395,3,65.16666667,2,16.0,23,599.3333333,0.008333333,0.016666667,5.4945,0.0,May,1,8,2,11,Returning_Visitor,True,True
4453,3,105.0,0,0.0,35,999.0,0.0,0.005714286,0.0,0.0,May,3,2,3,4,New_Visitor,False,False
10187,0,0.0,2,21.0,17,190.7083333,0.022222222,0.039259259,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
2141,0,0.0,0,0.0,22,370.3333333,0.018181818,0.054545455,0.0,0.6,May,2,2,4,13,Returning_Visitor,False,False
6001,1,21.2,0,0.0,12,249.4095238,0.015384615,0.019230769,0.0,0.0,Oct,2,2,8,2,Returning_Visitor,True,False
5941,1,17.2,0,0.0,11,394.8,0.0,0.027272727,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
11245,2,93.0,2,221.0,41,716.7916667,0.008888889,0.041481481,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,False
1940,2,80.66666667,0,0.0,12,1071.611111,0.030769231,0.046666667,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
9492,1,30.5,0,0.0,34,1333.166667,0.0,0.006060606,8.754045182,0.0,Dec,2,2,7,2,New_Visitor,False,True
5861,11,456.2333333,1,13.0,89,1904.653507,0.01827957,0.027002924,0.0,0.0,Oct,1,1,4,3,Returning_Visitor,False,False
5356,0,0.0,0,0.0,6,34.33333333,0.033333333,0.05,0.0,0.6,May,2,2,2,3,Returning_Visitor,False,False
11778,5,266.0,0,0.0,29,730.35,0.006060606,0.026262626,32.91300914,0.0,Nov,4,1,8,1,Returning_Visitor,False,True
3945,0,0.0,0,0.0,7,58.0,0.028571429,0.057142857,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
9452,3,86.0,0,0.0,27,3188.483333,0.017241379,0.031034483,0.0,0.0,Dec,2,5,4,2,Returning_Visitor,False,False
5190,5,46.0,0,0.0,35,539.0,0.005555556,0.011111111,39.15,0.0,May,2,2,3,6,Returning_Visitor,True,True
6414,0,0.0,0,0.0,13,261.8,0.015384615,0.084615385,0.0,0.0,Sep,1,1,1,3,Returning_Visitor,False,False
1784,0,0.0,0,0.0,29,669.9679487,0.013793103,0.017241379,0.0,0.0,Mar,1,2,6,2,Returning_Visitor,False,False
1520,0,0.0,1,65.0,15,1728.321429,0.014285714,0.016428571,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,False,False
5210,0,0.0,0,0.0,4,46.0,0.0,0.05,0.0,0.0,May,1,1,7,2,Returning_Visitor,False,False
12091,1,54.5,0,0.0,26,449.25,0.0,0.022222222,0.0,0.0,Dec,4,2,3,2,Returning_Visitor,False,False
1389,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,True,False
2506,0,0.0,0,0.0,7,128.0,0.028571429,0.057142857,0.0,0.6,May,3,2,1,3,Returning_Visitor,False,False
4843,0,0.0,0,0.0,4,93.5,0.0,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
10028,0,0.0,0,0.0,2,27.5,0.0,0.1,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
10905,0,0.0,0,0.0,14,419.375,0.042857143,0.083333333,0.0,0.0,Nov,2,2,8,1,Returning_Visitor,False,False
6077,0,0.0,0,0.0,66,1216.352121,0.0,0.0,62.853261,0.0,Sep,2,2,4,2,New_Visitor,False,True
1440,3,219.0,0,0.0,12,526.3333333,0.022222222,0.058571429,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
3805,5,33.0,0,0.0,54,1835.066667,0.003773585,0.011320755,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,False
9754,0,0.0,0,0.0,9,444.0,0.0,0.044444444,0.0,0.0,Nov,2,2,6,13,Returning_Visitor,False,False
2504,0,0.0,0,0.0,23,406.0,0.030434783,0.05942029,0.0,0.2,May,2,2,1,13,Returning_Visitor,False,False
9829,3,159.1666667,2,8.0,69,2766.942172,0.002816901,0.028665325,5.931332852,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
11601,18,514.075,4,67.5,178,6630.479365,0.003645833,0.010805067,0.0,0.0,Nov,3,2,1,8,Returning_Visitor,False,True
10860,0,0.0,0,0.0,1,104.0,0.0,0.1,0.0,0.0,Dec,2,6,4,1,Returning_Visitor,False,False
2116,0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,May,3,2,6,13,Returning_Visitor,False,False
10415,6,31.0,0,0.0,17,1494.25,0.020289855,0.031449275,0.0,0.0,Nov,1,1,3,7,Returning_Visitor,False,False
4132,6,99.5,0,0.0,11,143.0,0.0,0.014285714,0.0,0.0,May,2,10,8,2,Returning_Visitor,False,False
11417,15,1535.355556,0,0.0,43,3606.088889,0.009770115,0.043951451,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
2035,0,0.0,0,0.0,24,473.6833333,0.008333333,0.00952381,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
6216,0,0.0,0,0.0,10,158.3666667,0.0,0.0,54.9950922,0.0,Jul,2,2,1,1,Returning_Visitor,False,True
10819,0,0.0,0,0.0,91,3511.833059,0.002247191,0.007151775,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,False
4812,0,0.0,0,0.0,3,258.0,0.0,0.066666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False
11516,0,0.0,0,0.0,5,134.5,0.04,0.024,0.0,0.0,Nov,3,2,9,3,Returning_Visitor,True,False
7078,0,0.0,0,0.0,3,19.0,0.0,0.066666667,0.0,0.0,Jul,2,2,3,3,Returning_Visitor,False,False
3102,0,0.0,0,0.0,15,1861.5,0.0,0.026666667,0.0,0.0,May,3,3,4,3,Returning_Visitor,False,False
8043,0,0.0,0,0.0,12,279.547619,0.0,0.019047619,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
5244,3,14.0,0,0.0,30,513.9404762,0.0,0.01,62.866,0.0,May,2,2,4,13,Returning_Visitor,False,False
58,0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,False,False
2386,0,0.0,0,0.0,7,317.0,0.025,0.041666667,0.0,0.2,May,2,2,2,6,Returning_Visitor,False,False
1619,0,0.0,0,0.0,63,2777.616667,0.0,0.014086022,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
10591,0,0.0,0,0.0,28,728.9791667,0.029761905,0.032959184,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
1133,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,5,1,Returning_Visitor,False,False
1826,12,187.2777778,3,88.58333333,43,3266.127778,0.004242424,0.043712341,3.332333333,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
5053,0,0.0,0,0.0,19,801.5833333,0.010526316,0.035087719,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
10339,0,0.0,0,0.0,171,6793.383281,0.007766272,0.023198706,2.381971158,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
5171,0,0.0,0,0.0,12,582.5,0.0,0.006666667,0.0,0.0,May,2,4,4,2,New_Visitor,True,False
4948,0,0.0,0,0.0,39,2827.428571,0.0,0.015789474,11.33463158,0.0,May,2,2,2,4,Returning_Visitor,False,False
11673,0,0.0,0,0.0,8,185.0,0.025,0.033333333,0.0,0.0,Dec,3,2,3,10,Returning_Visitor,False,False
9055,0,0.0,0,0.0,9,134.75,0.083333333,0.124444444,0.0,0.0,Nov,1,1,2,1,Returning_Visitor,False,False
7072,2,174.6,0,0.0,12,251.2,0.061904762,0.080612245,0.0,0.0,Aug,3,2,6,1,Returning_Visitor,False,False
1652,1,7.0,2,562.0,36,1300.190476,0.010810811,0.038738739,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
2340,0,0.0,1,257.0,31,1906.8,0.01875,0.048125,22.62989583,0.4,May,2,2,2,11,Returning_Visitor,False,True
7784,1,69.6,0,0.0,46,1292.449762,0.004347826,0.005555556,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
10635,1,0.0,2,360.0,82,6858.672122,0.002409639,0.013380361,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
9474,0,0.0,0,0.0,6,104.6666667,0.0,0.041666667,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,False,False
4193,7,1474.5,2,11.5,129,5293.824709,0.005072464,0.020659075,2.524993961,0.2,May,2,2,3,1,Returning_Visitor,False,False
4857,2,55.0,1,36.0,24,914.5060606,0.015384615,0.016666667,0.0,0.4,May,3,2,8,3,Returning_Visitor,False,False
6540,4,11.0,0,0.0,44,2149.190195,0.02705314,0.048201119,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
363,4,86.0,0,0.0,46,2450.688095,0.027083333,0.047905093,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
6086,0,0.0,2,76.6,377,11729.40804,0.032877299,0.04524582,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,False,False
10383,3,53.0,5,9.5,218,8205.68794,0.02357037,0.039663918,1.18073661,0.0,Nov,1,1,3,3,Returning_Visitor,False,True
7648,1,7.6,1,0.0,3,14.6,0.0,0.08,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,True,False
8538,0,0.0,0,0.0,25,1344.291667,0.0,0.008695652,0.0,0.0,Nov,2,4,1,8,Returning_Visitor,False,False
10145,1,63.5,0,0.0,10,552.3333333,0.0,0.016363636,0.0,0.0,Dec,1,1,4,10,Returning_Visitor,False,False
4491,3,48.0,0,0.0,10,129.5,0.0,0.018181818,0.0,0.0,May,2,5,9,4,Returning_Visitor,False,False
7689,14,574.4511905,0,0.0,41,2688.864762,0.0,0.011853002,36.96220452,0.0,Sep,3,2,3,4,Returning_Visitor,False,True
9135,3,66.375,0,0.0,85,3344.958929,0.002325581,0.012754534,0.0,0.0,Dec,2,2,4,3,Returning_Visitor,False,False
1454,0,0.0,0,0.0,9,1225.5,0.022222222,0.044444444,0.0,0.0,Mar,1,2,9,1,Returning_Visitor,False,False
5691,0,0.0,0,0.0,8,64.6,0.05,0.075,0.0,0.0,Jul,2,2,2,13,Returning_Visitor,False,False
3529,4,47.5,0,0.0,16,331.3333333,0.0,0.010526316,254.6071579,0.0,May,2,5,1,2,New_Visitor,False,True
2658,2,26.5,0,0.0,47,716.625,0.0,0.009574468,0.0,0.0,May,2,4,6,5,New_Visitor,False,False
5728,7,275.0844444,0,0.0,70,806.0266667,0.0,0.002666667,0.0,0.0,Oct,2,5,1,2,New_Visitor,False,False
8965,11,334.1666667,2,34.0,140,4817.369546,0.002684564,0.009552573,11.97037051,0.0,Nov,2,2,9,2,Returning_Visitor,False,False
12093,10,260.25,0,0.0,31,1694.333333,0.017142857,0.039047619,15.108543,0.0,Nov,2,2,4,3,Returning_Visitor,False,False
7489,0,0.0,0,0.0,12,460.2,0.061111111,0.111111111,0.0,0.0,Jul,2,2,6,4,Returning_Visitor,False,False
9437,2,33.5,0,0.0,23,398.4,0.0,0.017391304,0.0,0.0,Dec,2,2,3,6,Returning_Visitor,False,False
5010,0,0.0,0,0.0,6,332.0,0.0,0.033333333,0.0,0.0,May,2,5,4,11,Returning_Visitor,False,False
5045,18,255.7166667,0,0.0,184,7706.546429,0.002083333,0.013793271,6.738395238,0.0,May,2,2,9,6,Returning_Visitor,False,False
11454,0,0.0,0,0.0,11,225.5,0.018181818,0.054545455,0.0,0.0,Nov,2,5,4,11,Returning_Visitor,False,False
9506,0,0.0,0,0.0,45,747.0428571,0.017777778,0.031296296,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
7381,4,54.8,0,0.0,3,20.25714286,0.0,0.028571429,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,False,False
387,0,0.0,0,0.0,4,57.0,0.0,0.025,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,False
5468,17,180.1333333,1,80.6,180,6512.010952,0.002645503,0.012248677,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,False
10245,12,209.375,0,0.0,43,2754.117424,0.0046875,0.033875153,13.68108942,0.0,Dec,3,2,3,2,Returning_Visitor,False,False
6208,5,140.6,0,0.0,81,2408.312828,0.002554278,0.007459475,23.07581495,0.0,Oct,2,4,1,2,Returning_Visitor,False,True
10198,7,172.375,2,52.5,226,12900.7676,0.004361055,0.017955889,44.69642794,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
3421,0,0.0,0,0.0,119,1243.180556,0.0,0.007668207,1.809360775,0.0,May,2,2,1,2,Returning_Visitor,False,False
1687,2,21.0,0,0.0,11,660.1666667,0.0,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
7825,2,48.4,0,0.0,2,37.2,0.0,0.05,0.0,0.0,June,1,1,1,2,Returning_Visitor,False,False
3007,0,0.0,0,0.0,4,36.0,0.1,0.15,0.0,0.6,May,2,5,1,3,Returning_Visitor,False,False
6753,3,55.05,0,0.0,18,4916.583333,0.013636364,0.018636364,20.08902391,0.0,Nov,2,6,5,1,Returning_Visitor,False,True
2896,0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.4,May,3,2,4,13,Returning_Visitor,False,False
5339,1,62.0,1,172.0,58,1341.261111,0.004597701,0.009827586,0.0,0.0,May,3,2,4,4,Returning_Visitor,False,False
9934,1,235.0,0,0.0,3,127.6,0.0,0.025,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
3393,0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,May,1,1,1,4,Returning_Visitor,False,True
857,4,13.61904762,0,0.0,27,520.3333333,0.0,0.020322581,8.497935484,0.0,Mar,3,2,4,2,Returning_Visitor,True,False
8799,5,136.0,1,13.0,85,2155.653752,0.005998168,0.019225201,3.920321611,0.0,Nov,1,1,1,2,Returning_Visitor,True,True
9219,0,0.0,0,0.0,5,94.8,0.07,0.057777778,0.0,0.0,Nov,3,2,7,13,Returning_Visitor,False,False
1252,2,85.5,0,0.0,42,1741.483333,0.0,0.002051282,27.12804201,0.0,Mar,2,10,1,1,Returning_Visitor,False,False
4744,3,37.5,0,0.0,46,1804.9,0.017730496,0.039361702,0.0,0.0,May,2,2,3,6,Returning_Visitor,False,False
3920,5,96.25,0,0.0,26,1222.333333,0.0,0.006451613,42.95612903,0.0,May,2,2,1,1,Returning_Visitor,False,True
3944,3,64.0,0,0.0,29,619.4,0.0,0.007142857,42.89057143,0.0,May,2,2,1,3,Returning_Visitor,False,True
5429,1,0.0,0,0.0,4,334.0,0.08,0.116,0.0,0.0,May,1,1,3,1,Returning_Visitor,True,False
8079,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,2,1,1,Returning_Visitor,False,False
47,0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False
3063,1,38.0,2,20.0,57,2931.580303,0.004,0.021833333,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,False
7363,9,524.9333333,2,30.66666667,31,1157.444833,0.005698006,0.02881889,10.79674946,0.0,Nov,2,2,3,1,Returning_Visitor,True,False
6813,0,0.0,0,0.0,5,109.8,0.12,0.16,0.0,0.0,Aug,1,1,4,3,Returning_Visitor,False,False
11092,0,0.0,0,0.0,12,676.25,0.0,0.025,0.0,0.0,Nov,2,4,1,6,Returning_Visitor,False,False
6452,6,206.03,0,0.0,129,3778.345,0.010687023,0.024611656,2.169469761,0.0,Oct,2,2,1,3,Returning_Visitor,False,True
7694,0,0.0,0,0.0,35,536.7333333,0.0,0.012222222,3.70979448,0.0,Jul,2,2,3,4,Returning_Visitor,False,True
4896,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,6,2,2,Returning_Visitor,False,False
1047,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,5,1,Returning_Visitor,False,False
4900,6,212.0,1,9.0,10,491.0,0.0,0.004444444,0.0,0.6,May,1,1,1,2,Returning_Visitor,False,False
817,2,115.0,0,0.0,5,36.0,0.0,0.033333333,0.0,0.0,Mar,1,1,3,11,Returning_Visitor,False,False
10969,1,28.5,2,44.5,12,445.5,0.00625,0.022916667,0.0,0.0,Nov,3,2,1,8,New_Visitor,False,False
5475,2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0.0,Oct,2,2,7,1,Returning_Visitor,False,True
3028,0,0.0,0,0.0,11,540.5,0.0,0.02,0.0,0.0,May,2,2,7,4,New_Visitor,True,False
309,5,86.0,0,0.0,23,267.3,0.0,0.016,0.0,0.0,Mar,1,1,4,9,Returning_Visitor,True,False
7945,0,0.0,0,0.0,32,2479.342857,0.0,0.010967742,0.0,0.0,Nov,2,2,3,7,Returning_Visitor,False,False
8284,11,118.1785714,2,91.5,162,5399.231269,0.004859086,0.014667832,14.77221948,0.0,Nov,2,2,4,10,Returning_Visitor,False,True
1261,0,0.0,0,0.0,17,557.1666667,0.023529412,0.049509804,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
3816,0,0.0,0,0.0,13,136.0,0.142857143,0.154761905,0.0,0.8,May,3,2,7,13,Returning_Visitor,False,False
9784,8,288.0875,0,0.0,20,326.9277778,0.033333333,0.059464286,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,True,False
4416,0,0.0,0,0.0,13,151.0,0.007692308,0.023076923,0.0,1.0,May,1,1,1,1,Returning_Visitor,True,False
10718,0,0.0,0,0.0,6,118.3333333,0.033333333,0.044444444,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,True,False
9414,0,0.0,0,0.0,10,594.0,0.0,0.031666667,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
1875,0,0.0,1,65.5,49,574.8333333,0.0,0.012,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,False,False
716,2,306.0,0,0.0,14,964.5,0.0,0.030952381,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
8518,0,0.0,0,0.0,13,257.0,0.035714286,0.078571429,0.0,0.0,Nov,1,1,2,2,Returning_Visitor,False,False
9367,2,54.5,0,0.0,5,66.5,0.0,0.028571429,0.0,0.0,Dec,8,13,9,20,Other,False,False
407,0,0.0,0,0.0,2,24.0,0.0,0.1,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,False,False
7754,0,0.0,0,0.0,20,1016.883333,0.035,0.052333333,0.0,0.0,Jul,3,2,4,4,Returning_Visitor,False,False
3771,1,15.0,0,0.0,12,189.6666667,0.015384615,0.028205128,0.0,0.0,May,3,2,6,1,Returning_Visitor,False,False
11098,3,45.5,0,0.0,13,661.9166667,0.0,0.025,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,False
5279,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.2,May,2,2,3,1,Returning_Visitor,False,False
4895,1,34.0,0,0.0,12,2052.833333,0.016666667,0.016666667,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,False
2101,0,0.0,0,0.0,17,631.5,0.011764706,0.064705882,0.0,0.8,May,2,2,1,13,Returning_Visitor,False,False
7865,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,False,False
6773,3,67.4,0,0.0,4,51.3,0.0,0.028571429,0.0,0.0,Oct,2,2,1,2,New_Visitor,True,False
4441,6,75.0,0,0.0,33,1930.333333,0.012222222,0.039074074,0.0,0.0,May,2,2,4,11,Returning_Visitor,False,False
8665,4,67.41666667,0,0.0,17,523.5416667,0.023333333,0.057,30.68883081,0.0,Dec,2,2,5,1,Returning_Visitor,False,False
6341,2,58.4,0,0.0,24,589.8,0.032098765,0.05617284,1.696968944,0.0,Sep,2,2,1,1,Returning_Visitor,True,False
9854,0,0.0,0,0.0,38,907.943254,0.0,0.005405405,23.6645871,0.0,Dec,2,2,1,2,Returning_Visitor,False,True
3680,12,251.8666667,0,0.0,60,1993.915257,0.005970149,0.011984127,13.09154641,0.0,May,2,2,2,1,Returning_Visitor,False,False
6273,15,304.5833333,0,0.0,33,761.2233333,0.007619048,0.020793651,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,True,False
5967,0,0.0,0,0.0,13,328.9,0.015384615,0.046153846,0.0,0.0,June,2,2,3,3,Returning_Visitor,False,False
12193,0,0.0,0,0.0,5,52.66666667,0.04,0.05,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,False,False
6402,0,0.0,0,0.0,6,351.4,0.066666667,0.1,0.0,0.0,June,2,2,1,3,Returning_Visitor,False,False
3278,0,0.0,0,0.0,18,1360.5,0.016666667,0.040740741,0.0,0.6,May,2,2,6,3,Returning_Visitor,False,False
6999,4,70.4,2,47.4,8,97.9,0.05,0.058333333,0.0,0.0,June,1,2,4,2,Returning_Visitor,False,False
11429,0,0.0,0,0.0,26,938.5833333,0.007692308,0.021794872,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,False
11846,0,0.0,0,0.0,4,163.0,0.05,0.1,0.0,0.0,Dec,2,2,3,11,Returning_Visitor,False,False
5426,2,40.0,0,0.0,4,55.0,0.0,0.033333333,0.0,0.2,May,4,2,1,13,Returning_Visitor,False,False
8333,1,33.5,0,0.0,18,1169.0,0.0,0.011764706,54.38258659,0.0,Dec,2,4,7,2,New_Visitor,False,True
8647,3,36.5,0,0.0,11,496.25,0.0,0.026190476,0.0,0.0,Dec,2,2,1,8,Returning_Visitor,False,False
5669,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
5314,0,0.0,0,0.0,26,2676.0,0.030769231,0.04556213,0.0,0.6,May,2,6,2,6,Returning_Visitor,False,False
7105,0,0.0,0,0.0,74,1146.469048,0.021621622,0.031306306,0.408238132,0.0,Nov,2,2,1,1,Returning_Visitor,False,False
6678,3,240.8,1,4.0,13,279.8333333,0.0,0.00625,0.0,0.0,Nov,3,2,2,2,Returning_Visitor,False,False
7058,3,60.73333333,0,0.0,27,696.9,0.0,0.014814815,0.0,0.0,Sep,2,2,6,4,Returning_Visitor,False,False
6709,4,40.2,1,16.13333333,9,229.8833333,0.0,0.014285714,0.0,0.0,Oct,2,2,6,2,New_Visitor,False,False
2063,4,71.5,0,0.0,42,758.75,0.004444444,0.015555556,0.0,0.0,Mar,2,5,2,2,Returning_Visitor,False,False
6878,3,46.4,0,0.0,8,168.2,0.0,0.033333333,4.78307258,0.0,Oct,2,7,7,20,Returning_Visitor,True,True
1422,0,0.0,0,0.0,6,73.75,0.033333333,0.044444444,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
193,0,0.0,0,0.0,3,42.0,0.0,0.066666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
9368,9,175.9345238,4,54.5,229,6606.783899,0.00373444,0.015020196,8.896836973,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
9886,4,72.0,0,0.0,4,46.5,0.04,0.06,0.0,0.0,Nov,3,2,2,3,Returning_Visitor,False,False
1130,0,0.0,0,0.0,5,381.6666667,0.0,0.02,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,False
10920,0,0.0,1,16.0,65,2863.400427,0.003125,0.011346726,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3374,3,94.0,0,0.0,19,707.2666667,0.0,0.035714286,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
2454,4,431.0,0,0.0,6,619.0,0.0,0.025,0.0,0.0,May,1,8,2,11,Returning_Visitor,False,False
1474,0,0.0,2,31.0,3,47.0,0.04,0.08,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,True,False
4563,2,45.0,2,55.5,4,77.5,0.0,0.033333333,0.0,0.0,May,1,1,2,4,Returning_Visitor,True,False
2595,0,0.0,0,0.0,34,4190.75,0.021764706,0.074369748,0.0,0.0,May,2,2,8,6,Returning_Visitor,False,False
3290,0,0.0,0,0.0,8,463.0,0.0,0.025,0.0,0.0,May,2,2,3,2,Returning_Visitor,False,False
8916,3,142.5,0,0.0,48,1052.255952,0.004347826,0.013043478,0.0,0.0,Nov,1,8,6,11,Returning_Visitor,False,False
9524,3,36.25,1,10.0,35,2109.919048,0.018918919,0.027190827,23.8705054,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
9846,0,0.0,2,157.5,35,5999.808333,0.005405405,0.027207207,0.0,0.0,Dec,2,2,4,1,Returning_Visitor,True,False
