data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2015-01-01,4993,M,True,False,1,Assalariado,Secundário,Casado,Aluguel,31,9.334246575342464,3.0,1627.41,0
2015-01-01,4994,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,1685.71,0
2015-01-01,4995,F,False,True,1,Empresário,Superior completo,Casado,Casa,39,3.6301369863013697,3.0,10726.14,0
2015-01-01,4996,F,False,False,2,Assalariado,Superior completo,Casado,Casa,32,4.6575342465753415,4.0,1442.1,0
2015-01-01,4997,F,True,False,1,Servidor público,Secundário,Casado,Governamental,38,19.397260273972602,3.0,4382.77,0
2015-01-01,4998,M,True,True,0,Empresário,Secundário,Casado,Casa,56,12.191780821917806,2.0,6756.7,0
2015-01-01,4999,M,True,False,1,Empresário,Superior completo,Casado,Com os pais,34,10.301369863013699,3.0,4137.39,0
2015-01-01,5000,F,True,True,0,Pensionista,Secundário,Viúvo,Casa,61,,1.0,4228.13,0
2015-02-01,5001,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,14.054794520547945,2.0,4289.58,0
2015-02-01,5002,M,False,True,0,Empresário,Secundário,Casado,Casa,64,5.717808219178082,2.0,2851.85,0
2015-02-01,5003,F,False,True,0,Empresário,Secundário,Casado,Casa,43,3.8054794520547945,2.0,1204.52,0
2015-02-01,5004,F,True,True,0,Assalariado,Secundário,Casado,Casa,28,2.4575342465753423,2.0,3790.41,0
2015-02-01,5005,F,True,False,0,Assalariado,Superior completo,Casado,Casa,40,7.769863013698631,2.0,5054.2,0
2015-02-01,5006,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,41,17.123287671232873,2.0,1976.21,0
2015-02-01,5007,F,False,False,0,Assalariado,Secundário,Viúvo,Governamental,54,8.980821917808221,1.0,1060.71,0
2015-02-01,5008,M,False,False,0,Assalariado,Secundário,Solteiro,Casa,41,3.6465753424657534,1.0,7157.84,0
2015-02-01,5009,M,True,True,0,Servidor público,Superior completo,Casado,Casa,27,1.7616438356164383,2.0,4930.45,0
2015-02-01,5010,M,False,False,1,Assalariado,Secundário,Casado,Aluguel,23,2.3808219178082197,3.0,2520.03,0
2015-02-01,5011,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1651.9,0
2015-02-01,5012,F,True,False,1,Assalariado,Superior completo,Casado,Aluguel,26,7.884931506849315,3.0,4361.15,0
2015-02-01,5013,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,10.926027397260272,2.0,1701.47,0
2015-02-01,5014,F,False,True,1,Empresário,Secundário,União,Casa,40,1.4657534246575343,3.0,610.69,0
2015-02-01,5015,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,5.83013698630137,3.0,2897.91,0
2015-02-01,5016,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,1052.14,0
2015-02-01,5017,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1536.17,0
2015-02-01,5018,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,59,,1.0,1225.02,0
2015-02-01,5019,F,False,True,1,Empresário,Superior incompleto,Casado,Casa,28,7.167123287671232,3.0,2426.02,0
2015-02-01,5020,M,False,True,1,Assalariado,Secundário,Casado,Casa,34,1.0054794520547945,3.0,9096.44,0
2015-02-01,5021,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,29,1.6164383561643836,1.0,882.19,0
2015-02-01,5022,M,True,False,0,Assalariado,Secundário,Casado,Casa,42,10.96986301369863,2.0,8420.69,0
2015-02-01,5023,F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,2791.86,0
2015-02-01,5024,M,True,False,1,Assalariado,Secundário,Separado,Casa,34,2.893150684931507,2.0,2564.63,0
2015-02-01,5025,M,True,True,0,Empresário,Secundário,Casado,Casa,53,2.6356164383561644,2.0,6626.19,0
2015-02-01,5026,F,True,True,0,Empresário,Secundário,Solteiro,Casa,33,3.9178082191780814,1.0,950.6,0
2015-02-01,5027,M,True,False,0,Assalariado,Secundário,Solteiro,Casa,49,7.701369863013697,1.0,3672.21,0
2015-02-01,5028,F,False,True,2,Assalariado,Superior completo,Casado,Casa,35,12.758904109589038,4.0,3947.12,0
2015-02-01,5029,F,False,False,1,Servidor público,Secundário,Casado,Casa,35,4.550684931506848,3.0,400.82,0
2015-02-01,5030,F,False,False,1,Assalariado,Superior completo,Separado,Casa,35,5.597260273972603,2.0,937.34,0
2015-02-01,5031,F,False,True,1,Assalariado,Secundário,Solteiro,Governamental,45,25.397260273972602,2.0,12340.84,0
2015-02-01,5032,F,True,True,1,Assalariado,Superior incompleto,União,Casa,35,7.542465753424658,3.0,1055.44,0
2015-02-01,5033,F,True,False,1,Assalariado,Secundário,Casado,Casa,39,8.789041095890411,3.0,2452.94,0
2015-02-01,5034,M,True,False,1,Servidor público,Superior incompleto,Casado,Com os pais,29,3.2739726027397262,3.0,4783.29,0
2015-02-01,5035,F,False,True,0,Pensionista,Secundário,Casado,Casa,67,,2.0,757.03,1
2015-02-01,5036,F,True,True,0,Empresário,Secundário,Casado,Casa,42,15.068493150684931,2.0,3411.59,0
2015-02-01,5037,M,False,True,0,Empresário,Superior completo,Solteiro,Casa,25,5.613698630136986,1.0,4603.46,0
2015-02-01,5038,F,False,True,0,Assalariado,Secundário,Separado,Casa,41,9.016438356164382,1.0,1964.81,0
2015-02-01,5039,M,True,True,3,Empresário,Superior completo,Casado,Casa,38,2.290410958904109,5.0,12362.31,0
2015-02-01,5040,M,True,True,0,Empresário,Secundário,Casado,Casa,49,9.523287671232877,2.0,2709.89,0
2015-02-01,5041,M,True,True,1,Empresário,Superior incompleto,Casado,Casa,45,7.687671232876712,3.0,29226.15,0
2015-02-01,5042,M,False,False,0,Assalariado,Secundário,Casado,Com os pais,32,1.704109589041096,2.0,1878.24,0
2015-02-01,5043,F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,2342.63,0
2015-02-01,5044,F,True,True,0,Servidor público,Superior completo,Separado,Casa,52,5.219178082191782,1.0,4044.2,0
2015-02-01,5045,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,54,,1.0,3739.99,0
2015-02-01,5046,F,False,True,0,Assalariado,Secundário,Casado,Casa,40,3.4356164383561643,2.0,1877.85,0
2015-02-01,5047,F,False,False,2,Servidor público,Secundário,Casado,Estúdio,30,7.956164383561643,4.0,2977.96,0
2015-02-01,5048,M,True,False,0,Empresário,Secundário,Casado,Casa,51,6.016438356164382,2.0,2354.85,0
2015-02-01,5049,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,63,,1.0,502.33,0
2015-02-01,5050,F,False,True,0,Pensionista,Superior completo,Casado,Casa,59,,2.0,2848.53,0
2015-02-01,5051,F,True,True,0,Assalariado,Superior completo,Casado,Casa,47,8.638356164383561,2.0,2533.03,0
2015-02-01,5052,F,False,False,0,Assalariado,Superior completo,Casado,Casa,53,4.684931506849315,2.0,947.55,0
2015-02-01,5053,F,False,False,1,Servidor público,Secundário,Solteiro,Governamental,52,17.03013698630137,2.0,2287.65,0
2015-02-01,5054,M,True,True,0,Empresário,Superior completo,União,Casa,35,0.8575342465753425,2.0,11719.51,0
2015-02-01,5055,F,False,True,0,Servidor público,Primário,Casado,Casa,54,7.2767123287671245,2.0,2989.76,0
2015-02-01,5056,F,False,False,0,Assalariado,Secundário,Casado,Casa,30,4.301369863013698,2.0,1231.29,1
2015-02-01,5057,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,3.4301369863013704,2.0,8099.69,0
2015-02-01,5058,F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,2727.81,0
2015-02-01,5059,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,56,,1.0,2593.43,0
2015-02-01,5060,F,True,False,2,Servidor público,Superior completo,Casado,Casa,43,20.18904109589041,4.0,9633.11,0
2015-02-01,5061,M,True,True,0,Empresário,Secundário,Casado,Casa,48,5.5178082191780815,2.0,6400.36,0
2015-02-01,5062,F,False,True,0,Servidor público,Secundário,Casado,Casa,55,3.9561643835616436,2.0,6300.31,0
2015-02-01,5063,M,True,False,1,Assalariado,Secundário,União,Casa,44,7.8410958904109584,3.0,4989.33,0
2015-02-01,5064,F,False,False,0,Pensionista,Secundário,Solteiro,Casa,68,,1.0,769.88,0
2015-02-01,5065,F,False,False,2,Assalariado,Secundário,Casado,Casa,36,7.4520547945205475,4.0,1103.08,0
2015-02-01,5066,M,True,True,0,Empresário,Superior completo,Casado,Casa,52,6.454794520547946,2.0,3751.87,0
2015-02-01,5067,F,True,False,0,Assalariado,Superior incompleto,Solteiro,Casa,31,8.432876712328767,1.0,1966.47,0
2015-02-01,5068,F,False,True,1,Assalariado,Secundário,Separado,Com os pais,30,3.843835616438356,2.0,707.81,0
2015-02-01,5069,M,True,False,3,Assalariado,Secundário,Casado,Casa,27,9.52054794520548,5.0,10717.21,0
2015-02-01,5070,F,False,False,0,Pensionista,Secundário,União,Casa,57,,2.0,1546.45,0
2015-02-01,5071,M,False,True,3,Assalariado,Secundário,Casado,Casa,38,7.876712328767122,5.0,8292.66,0
2015-02-01,5072,F,False,False,0,Empresário,Secundário,Casado,Casa,34,4.945205479452055,2.0,3586.96,1
2015-02-01,5073,M,False,False,3,Servidor público,Secundário,Casado,Casa,39,1.991780821917808,5.0,4737.35,0
2015-02-01,5074,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,13951.59,0
2015-02-01,5075,F,False,False,1,Empresário,Secundário,Casado,Casa,41,2.723287671232877,3.0,3566.32,0
2015-02-01,5076,F,False,True,3,Empresário,Superior incompleto,Casado,Casa,33,6.0465753424657525,5.0,1717.91,0
2015-02-01,5077,M,True,False,0,Empresário,Secundário,Solteiro,Casa,33,5.526027397260274,1.0,9688.42,0
2015-02-01,5078,M,True,False,1,Assalariado,Superior completo,Casado,Casa,33,4.331506849315068,3.0,3025.53,0
2015-02-01,5079,M,False,True,0,Empresário,Superior completo,Viúvo,Casa,42,6.117808219178082,1.0,4626.0,0
2015-02-01,5080,F,False,True,2,Assalariado,Secundário,Casado,Casa,33,3.0465753424657533,4.0,411.64,1
2015-02-01,5081,F,False,True,0,Empresário,Secundário,Casado,Casa,44,13.293150684931504,2.0,6862.76,0
2015-02-01,5082,F,True,False,0,Empresário,Secundário,Casado,Casa,45,2.9726027397260277,2.0,869.56,0
2015-02-01,5083,M,False,False,1,Servidor público,Secundário,Casado,Casa,37,13.276712328767125,3.0,5929.15,0
2015-02-01,5084,F,False,True,1,Assalariado,Secundário,Casado,Casa,41,7.8410958904109584,3.0,2145.01,0
2015-02-01,5085,M,True,False,0,Assalariado,Secundário,Solteiro,Com os pais,29,3.1342465753424658,1.0,4208.74,0
2015-02-01,5086,M,False,True,2,Assalariado,Secundário,União,Casa,39,6.347945205479452,4.0,8452.15,0
2015-02-01,5087,M,True,True,2,Assalariado,Secundário,Casado,Aluguel,35,14.983561643835616,4.0,25545.08,0
2015-02-01,5088,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,47,5.846575342465752,1.0,1107.75,0
2015-02-01,5089,F,False,True,0,Assalariado,Secundário,Casado,Casa,46,20.117808219178084,2.0,3960.73,0
2015-02-01,5090,F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,1775.42,0
2015-02-01,5091,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,1391.22,0
2015-02-01,5092,M,True,True,0,Assalariado,Secundário,Casado,Casa,47,7.397260273972603,2.0,3995.55,0
2015-02-01,5093,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,64,,1.0,2781.04,0
2015-02-01,5094,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,52,,1.0,882.28,0
2015-02-01,5095,M,True,True,0,Assalariado,Superior completo,Casado,Casa,60,10.558904109589042,2.0,3306.92,1
2015-02-01,5096,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,65,,1.0,2330.05,0
2015-02-01,5097,F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,2030.55,0
2015-02-01,5098,M,True,True,4,Assalariado,Superior completo,Casado,Casa,31,4.750684931506848,6.0,10276.7,0
2015-02-01,5099,F,True,False,1,Assalariado,Secundário,Casado,Aluguel,37,4.597260273972604,3.0,375.29,0
2015-02-01,5100,M,True,True,1,Empresário,Superior completo,Casado,Casa,31,2.128767123287671,3.0,1255.75,1
2015-02-01,5101,M,False,False,0,Assalariado,Secundário,Casado,Casa,40,9.638356164383561,2.0,2852.25,0
2015-02-01,5102,M,True,False,0,Servidor público,Secundário,Casado,Casa,28,8.29041095890411,2.0,12833.76,0
2015-02-01,5103,F,True,False,2,Assalariado,Superior completo,Casado,Casa,34,8.747945205479452,4.0,1810.46,0
2015-02-01,5104,M,False,True,2,Assalariado,Secundário,Casado,Casa,27,3.964383561643836,4.0,2672.69,0
2015-02-01,5105,F,False,False,0,Servidor público,Superior completo,União,Casa,60,14.287671232876713,2.0,1287.27,0
2015-02-01,5106,M,True,True,0,Assalariado,Secundário,Casado,Casa,31,6.761643835616439,2.0,4284.9,0
2015-02-01,5107,F,False,True,1,Empresário,Superior completo,Casado,Casa,28,3.1808219178082187,3.0,4310.47,0
2015-02-01,5108,F,False,True,0,Pensionista,Primário,Solteiro,Casa,60,,1.0,1039.63,1
2015-02-01,5109,F,True,True,1,Assalariado,Superior completo,Separado,Casa,51,16.386301369863013,2.0,4906.36,0
2015-02-01,5110,F,False,False,0,Empresário,Secundário,Casado,Casa,46,9.435616438356163,2.0,2043.38,0
2015-02-01,5111,M,False,False,0,Assalariado,Superior completo,Solteiro,Casa,34,5.216438356164384,1.0,2205.14,0
2015-02-01,5112,F,False,True,0,Assalariado,Secundário,Casado,Casa,40,3.4356164383561643,2.0,2797.88,0
2015-02-01,5113,F,True,True,0,Pensionista,Secundário,Viúvo,Casa,60,,1.0,984.39,1
2015-02-01,5114,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,8420.8,0
2015-02-01,5115,F,False,True,0,Servidor público,Secundário,Casado,Casa,49,7.893150684931506,2.0,1321.11,1
2015-02-01,5116,F,False,False,0,Pensionista,Secundário,Casado,Casa,59,,2.0,1436.5,0
2015-02-01,5117,F,False,True,0,Assalariado,Superior completo,Casado,Casa,28,8.435616438356165,2.0,4306.08,0
2015-02-01,5118,M,True,True,1,Assalariado,Secundário,Casado,Casa,23,2.9315068493150687,3.0,5046.81,0
2015-02-01,5119,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,11271.32,0
2015-02-01,5120,M,True,True,2,Empresário,Secundário,Casado,Casa,34,0.3589041095890411,4.0,2341.43,0
2015-02-01,5121,F,False,True,0,Assalariado,Superior completo,União,Casa,54,1.0684931506849316,2.0,7681.26,0
2015-02-01,5122,F,False,True,1,Assalariado,Secundário,Casado,Casa,41,7.8410958904109584,3.0,2145.01,0
2015-02-01,5123,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,1516.69,0
2015-02-01,5124,F,False,True,0,Assalariado,Superior incompleto,Casado,Casa,33,0.6109589041095891,2.0,3002.91,0
2015-02-01,5125,M,True,True,0,Pensionista,Secundário,Casado,Casa,54,,2.0,6248.94,0
2015-02-01,5126,M,False,True,1,Assalariado,Superior incompleto,Casado,Casa,37,15.449315068493151,3.0,19701.9,0
2015-02-01,5127,F,False,True,1,Assalariado,Secundário,Casado,Casa,30,5.18082191780822,3.0,1131.51,0
2015-02-01,5128,F,True,True,1,Assalariado,Superior incompleto,União,Casa,35,7.542465753424658,3.0,1055.44,1
2015-02-01,5129,M,False,True,0,Pensionista,Secundário,Solteiro,Casa,57,,1.0,1206.78,0
2015-02-01,5130,F,False,False,0,Assalariado,Superior completo,Separado,Casa,59,4.18082191780822,1.0,599.69,0
2015-02-01,5131,F,False,True,0,Empresário,Secundário,Separado,Casa,36,8.638356164383561,1.0,1740.21,0
2015-02-01,5132,F,False,True,1,Assalariado,Secundário,Casado,Casa,30,0.3698630136986301,3.0,407.11,0
2015-02-01,5133,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,54,5.693150684931508,1.0,4515.42,0
2015-02-01,5134,F,False,True,0,Assalariado,Superior completo,Separado,Casa,41,21.701369863013703,1.0,1829.11,0
2015-02-01,5135,M,True,True,0,Empresário,Superior completo,Solteiro,Casa,29,1.610958904109589,1.0,1427.49,0
2015-02-01,5136,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,57,4.523287671232877,1.0,758.0,0
2015-02-01,5137,M,False,True,0,Assalariado,Superior incompleto,Casado,Casa,37,1.2410958904109588,2.0,1307.29,0
2015-02-01,5138,M,True,False,2,Assalariado,Secundário,Casado,Casa,41,8.052054794520547,4.0,1748.23,0
2015-02-01,5139,F,False,True,1,Assalariado,Secundário,Casado,Casa,39,8.547945205479452,3.0,743.68,1
2015-02-01,5140,M,True,True,0,Pensionista,Secundário,União,Casa,63,,2.0,3185.65,0
2015-02-01,5141,F,False,False,0,Assalariado,Secundário,Casado,Casa,54,9.597260273972603,2.0,4385.63,0
2015-02-01,5142,F,True,False,1,Assalariado,Superior completo,Solteiro,Casa,27,4.432876712328767,2.0,4839.95,0
2015-02-01,5143,F,True,True,0,Servidor público,Secundário,Casado,Casa,49,5.682191780821919,2.0,4986.35,0
2015-02-01,5144,F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,1618.93,1
2015-02-01,5145,F,False,False,1,Servidor público,Superior completo,Casado,Casa,38,6.849315068493151,3.0,1261.99,0
2015-02-01,5146,F,True,False,0,Assalariado,Secundário,Casado,Casa,53,7.6,2.0,3306.89,0
2015-02-01,5147,M,True,True,0,Empresário,Superior incompleto,Casado,Com os pais,27,1.1232876712328768,2.0,2012.08,0
2015-02-01,5148,F,True,False,1,Servidor público,Superior completo,Casado,Casa,39,15.942465753424658,3.0,7096.63,0
2015-02-01,5149,M,True,True,1,Assalariado,Secundário,União,Casa,39,8.884931506849314,3.0,17033.53,0
2015-02-01,5150,F,False,False,0,Pensionista,Secundário,Casado,Casa,59,,2.0,2925.44,0
2015-02-01,5151,F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,1704.68,0
2015-02-01,5152,M,False,True,0,Assalariado,Superior completo,Casado,Casa,40,5.6438356164383565,2.0,3485.07,0
2015-02-01,5153,F,False,True,1,Assalariado,Secundário,Separado,Casa,38,10.389041095890413,2.0,3358.41,0
2015-02-01,5154,F,False,True,2,Assalariado,Superior completo,Casado,Casa,38,16.301369863013694,4.0,1944.81,0
2015-02-01,5155,F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,56,15.136986301369864,1.0,5815.9,0
2015-02-01,5156,F,True,True,0,Assalariado,Secundário,União,Casa,57,1.0876712328767124,2.0,1976.64,0
2015-02-01,5157,M,True,True,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315068,3.0,2423.12,0
2015-02-01,5158,M,False,True,0,Assalariado,Secundário,Casado,Casa,55,7.0931506849315085,2.0,3880.54,0
2015-02-01,5159,M,True,True,0,Assalariado,Superior completo,Casado,Casa,29,1.1287671232876713,2.0,4501.39,0
2015-02-01,5160,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,9.936986301369863,2.0,4017.84,0
2015-02-01,5161,M,True,True,1,Assalariado,Secundário,Casado,Casa,34,1.2356164383561643,3.0,7368.82,0
2015-02-01,5162,F,False,False,0,Empresário,Superior completo,Solteiro,Casa,24,0.4328767123287671,1.0,2036.26,0
2015-02-01,5163,M,True,True,0,Assalariado,Secundário,Casado,Casa,59,7.410958904109589,2.0,2262.75,0
2015-02-01,5164,F,True,True,1,Empresário,Secundário,Casado,Casa,29,4.057534246575343,3.0,978.78,0
2015-02-01,5165,M,True,True,0,Assalariado,Superior completo,Casado,Casa,50,7.660273972602741,2.0,31693.17,0
2015-02-01,5166,M,True,False,0,Assalariado,Secundário,Casado,Casa,36,4.975342465753425,2.0,11958.13,0
2015-02-01,5167,M,True,True,0,Assalariado,Primário,Separado,Casa,52,10.47945205479452,1.0,1676.82,0
2015-02-01,5168,F,False,True,1,Assalariado,Superior completo,Casado,Com os pais,34,14.605479452054794,3.0,5528.17,0
2015-02-01,5169,F,True,True,0,Assalariado,Secundário,Viúvo,Casa,42,11.791780821917806,1.0,2428.47,0
2015-02-01,5170,F,True,True,2,Assalariado,Secundário,Casado,Casa,36,16.865753424657534,4.0,7552.85,0
2015-02-01,5171,F,True,False,0,Servidor público,Superior completo,Solteiro,Casa,46,11.435616438356163,1.0,3640.48,0
2015-02-01,5172,M,False,False,3,Assalariado,Secundário,Casado,Com os pais,32,1.8027397260273967,5.0,1416.96,0
2015-02-01,5173,M,False,True,0,Pensionista,Primário,Casado,Casa,64,,2.0,15175.91,0
2015-02-01,5174,M,True,True,0,Empresário,Superior completo,Casado,Casa,52,5.117808219178082,2.0,5448.07,0
2015-02-01,5175,F,False,False,1,Empresário,Secundário,Casado,Casa,28,9.293150684931506,3.0,2780.08,0
2015-02-01,5176,M,False,False,0,Empresário,Secundário,Casado,Casa,30,7.123287671232878,2.0,5294.55,0
2015-02-01,5177,M,False,True,0,Empresário,Superior completo,Casado,Casa,60,7.63013698630137,2.0,14750.21,0
2015-02-01,5178,F,False,False,0,Assalariado,Secundário,Casado,Com os pais,39,1.2575342465753423,2.0,1662.72,0
2015-02-01,5179,M,False,True,0,Assalariado,Secundário,União,Casa,44,2.4657534246575343,2.0,7476.91,0
2015-02-01,5180,F,False,True,2,Assalariado,Superior completo,Casado,Casa,27,7.410958904109589,4.0,1864.81,0
2015-02-01,5181,F,False,True,0,Empresário,Secundário,União,Casa,35,1.8383561643835615,2.0,1591.68,0
2015-02-01,5182,F,False,False,1,Assalariado,Secundário,Casado,Casa,48,4.304109589041096,3.0,3022.53,0
2015-02-01,5183,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,1899.49,0
2015-02-01,5184,M,True,False,0,Empresário,Secundário,Casado,Casa,39,0.8273972602739726,2.0,961.41,1
2015-02-01,5185,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,63,,1.0,4358.18,0
2015-02-01,5186,M,True,True,1,Empresário,Superior completo,Casado,Casa,27,4.863013698630136,3.0,2541.89,0
2015-02-01,5187,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,50,30.61917808219178,1.0,11584.38,0
2015-02-01,5188,M,False,False,0,Servidor público,Superior completo,Casado,Casa,32,10.61917808219178,2.0,10555.91,0
2015-02-01,5189,F,False,True,0,Empresário,Secundário,Casado,Casa,47,8.926027397260274,2.0,926.01,0
2015-02-01,5190,M,False,True,1,Assalariado,Superior completo,Casado,Com os pais,42,4.531506849315068,3.0,3952.66,0
2015-02-01,5191,F,True,False,1,Assalariado,Secundário,Casado,Casa,40,2.767123287671233,3.0,4632.8,0
2015-02-01,5192,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,51,2.2109589041095887,1.0,2212.19,0
2015-02-01,5193,M,True,True,0,Assalariado,Secundário,Casado,Casa,54,17.39178082191781,2.0,5532.81,0
2015-02-01,5194,F,False,False,0,Assalariado,Superior completo,Casado,Casa,38,6.183561643835616,2.0,2055.93,1
2015-02-01,5195,F,True,True,1,Assalariado,Superior completo,Solteiro,Casa,40,4.2027397260273975,2.0,670.01,0
2015-02-01,5196,M,True,True,0,Assalariado,Secundário,Solteiro,Casa,34,4.515068493150685,1.0,2107.6,0
2015-02-01,5197,M,True,False,0,Assalariado,Secundário,Solteiro,Com os pais,49,3.2684931506849315,1.0,9955.4,0
2015-02-01,5198,F,True,True,0,Empresário,Secundário,Casado,Casa,45,6.7315068493150685,2.0,5861.71,0
2015-02-01,5199,F,False,True,0,Empresário,Secundário,Viúvo,Casa,36,0.6438356164383562,1.0,415.08,0
2015-02-01,5200,F,False,False,0,Empresário,Secundário,Casado,Casa,43,3.8301369863013703,2.0,4353.77,0
2015-02-01,5201,F,False,False,0,Assalariado,Superior completo,Casado,Casa,39,3.432876712328768,2.0,4620.21,0
2015-02-01,5202,F,False,False,0,Pensionista,Secundário,Separado,Casa,52,,1.0,5263.84,0
2015-02-01,5203,M,True,True,0,Assalariado,Secundário,Casado,Casa,53,14.558904109589042,2.0,9477.4,0
2015-02-01,5204,F,False,True,2,Empresário,Secundário,Casado,Casa,45,15.391780821917806,4.0,3494.16,0
2015-02-01,5205,M,True,True,0,Pensionista,Secundário,Casado,Casa,63,,2.0,2628.35,0
2015-02-01,5206,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,1933.4,0
2015-02-01,5207,F,False,True,1,Assalariado,Secundário,Separado,Casa,38,10.389041095890413,2.0,3358.41,0
2015-02-01,5208,F,False,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,3183.3,0
2015-02-01,5209,F,False,False,1,Assalariado,Secundário,Casado,Casa,34,9.01095890410959,3.0,1889.39,0
2015-02-01,5210,F,False,True,0,Assalariado,Secundário,Casado,Casa,35,6.367123287671232,2.0,1293.84,0
2015-02-01,5211,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,8.720547945205482,2.0,1487.63,0
2015-02-01,5212,F,True,True,0,Empresário,Superior completo,Casado,Casa,46,8.36986301369863,2.0,8305.17,0
2015-02-01,5213,M,False,True,0,Assalariado,Superior completo,Casado,Casa,32,6.197260273972603,2.0,6491.7,0
2015-02-01,5214,F,False,True,1,Assalariado,Superior completo,Casado,Casa,30,2.0876712328767124,3.0,555.11,0
2015-02-01,5215,F,False,True,0,Servidor público,Secundário,Viúvo,Casa,54,16.06849315068493,1.0,1296.82,0
2015-02-01,5216,M,False,False,1,Assalariado,Secundário,Casado,Casa,44,3.994520547945205,3.0,9996.77,0
2015-02-01,5217,F,False,True,0,Pensionista,Secundário,Casado,Casa,62,,2.0,5086.33,0
2015-02-01,5218,F,False,True,0,Assalariado,Superior completo,União,Casa,30,6.934246575342466,2.0,1122.55,0
2015-02-01,5219,F,False,True,0,Servidor público,Superior completo,Casado,Casa,25,1.6849315068493151,2.0,1851.72,0
2015-02-01,5220,F,False,True,0,Pensionista,Secundário,Casado,Casa,65,,2.0,1726.36,0
2015-02-01,5221,F,True,True,0,Empresário,Superior completo,Casado,Casa,30,4.723287671232876,2.0,4255.04,0
2015-02-01,5222,F,True,False,0,Assalariado,Secundário,Solteiro,Casa,26,0.8301369863013699,1.0,2065.57,0
2015-02-01,5223,M,True,True,0,Servidor público,Secundário,Casado,Casa,47,9.58904109589041,2.0,2444.64,0
2015-02-01,5224,F,True,True,0,Empresário,Superior completo,Casado,Casa,35,0.8383561643835616,2.0,1624.48,0
2015-02-01,5225,M,True,False,0,Assalariado,Secundário,Casado,Casa,54,6.435616438356163,2.0,1041.4,0
2015-02-01,5226,F,True,True,0,Empresário,Superior completo,Casado,Casa,40,4.534246575342466,2.0,2878.52,0
2015-02-01,5227,F,True,False,0,Assalariado,Secundário,Casado,Casa,35,12.608219178082194,2.0,2092.41,0
2015-02-01,5228,F,False,True,0,Assalariado,Secundário,Separado,Casa,41,5.049315068493152,1.0,1237.1,1
2015-02-01,5229,M,False,False,0,Assalariado,Secundário,Casado,Casa,44,12.441095890410958,2.0,4536.63,0
2015-02-01,5230,F,False,False,0,Assalariado,Secundário,Solteiro,Casa,52,32.74246575342466,1.0,8365.52,0
2015-02-01,5231,F,False,True,0,Empresário,Secundário,Solteiro,Casa,55,3.684931506849315,1.0,1472.18,1
2015-02-01,5232,F,True,True,0,Servidor público,Secundário,Casado,Casa,54,8.852054794520548,2.0,1806.99,0
2015-02-01,5233,M,True,True,0,Assalariado,Secundário,Casado,Casa,42,9.252054794520548,2.0,3025.47,0
